Record_ID;Country;Procurement_Platform;Platform_Tender_ID;NEN_ID;Internal_Reference_IDs;Master_Tender_Name;Tender_Title_or_Lot;Contracting_Authority;Publication_Year;Procurement_Type;Priority_or_Sample_Role;Initial_Metadata_Code;Vehicle_Context;Detail_URL;Documents_URL;Explanations_URL;Result_or_Award_URL;Source_URL;Documents_Reviewed;Document_Completeness;Explicit_CV_Cybersecurity_Code;Digital_Exposure_Code;Overall_Finding_Class;Direct_Cybersecurity_Requirement;R155_R156_Referenced;Telematics_or_Remote_Access;Location_or_Operational_Data;Supplier_Risk_or_Certification;Data_Deletion_or_Deactivation;kybernetická bezpečnost;zranitelnost;bezpečnostní aktualizace;aktualizace softwaru;OTA;telematika;vzdálená diagnostika;vzdálený přístup;cloud;API;GPS;lokalizační data;provozní data;mobilní aplikace;R155;R156;CSMS;SUMS;incident;dodavatelské riziko;mazání dat;deaktivace služeb;Keyword_Score;Any_Explicit_Cybersecurity;Key_Positive_Evidence;Key_Missing_Cyber_Items;Recommendation_Needed;Short_Conclusion;Analyst_Notes
CZ-N006-24-V00007557;Czech Republic;NEN;N006/24/V00007557;N006/24/V00007557;"HSUL-1503/ÚE-2024; HSUL-1503-4/ÚE-2024; HSUL-1503-8/ÚE-2024; HZSUX00BCQSQ; HZSUX00BE9PQ; rámcová smlouva 2024099";Tyres and tyre-service work for HZS Ústí vehicles in 2024;Tyres and tyre-service work for HZS Ústí vehicles in 2024;Fire Rescue Service of Ústí Region;2024;Vehicle-related service;Low;0;Truck and passenger vehicle tyres and tyre-service work for HZS vehicles;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-24-V00007557;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-24-V00007557/zadavaci-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-24-V00007557/vysvetleni-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-24-V00007557/vysledek;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-24-V00007557;"04 Výzva k podání nabídek; 04a Specifikační listina PDF/DOCX; 04b Návrh rámcové smlouvy; čestná prohlášení; 08 Oznámení o výběru; RS_2024099_nákl_pneu_pneuservis";"Complete for supplied files; no explanation document content supplied";0;0;No cyber/digital vehicle exposure;No;No;No;No;Yes;No;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;No;"Specifikační listina p.1-3: tyres, tyre-service, mobile service; contract p.5: warranty/reclamation; award p.2: supplier has branches and mobile service";Cybersecurity, software updates, OTA, telematics, diagnostics, remote access, cloud/API, GPS/location data, R155/R156, CSMS/SUMS, data deletion/deactivation not found;No;Vehicle-related tyre procurement with no visible connected-vehicle cybersecurity requirements.;"Supplier-risk marker is only indirect through qualification, sanctions declaration and certified-test requirements; mobile service means tyre-service vehicle, not mobile application."
CZ-N006-24-V00011736;Czech Republic;NEN;N006/24/V00011736;N006/24/V00011736;"Č. j. MV-22324-12/VZ-2024; MV-22324-17/VZ-2024; MV-22324-23/VZ-2024; MV-22324-37/VZ-2024; MV-22324-39/VZ-2024; MVCRX07VELES; MVCRX07YQIQY; MVCRX07ZB1LW; MVCRX081U1DO; MVCRX0821F6X";Framework agreement for passenger road vehicles - Part 1 limousines;Framework agreement for passenger road vehicles - Part 1 limousines;Ministry of the Interior;2024;Direct acquisition / framework;High;0;"Passenger road vehicles category M1 limousines; part 1 standard commercial vehicles for management use";https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-24-V00011736;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-24-V00011736/zadavaci-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-24-V00011736/vysvetleni-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-24-V00011736/vysledek;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-24-V00011736;"ZD main DOCX/PDF; Krycí list XLSX; RD proposal and updated RD versions; signed RD MV_limuziny_cast 1_an.pdf; explanations 1 and 2; qualification/sanctions/subcontractor/public-functionary forms; written award report";"Uploaded part-1 procurement package reviewed, including XLSX; no missing uploaded document identified, but external NEN ZIP contents not independently fetched";3;2;"General information-security clause plus vehicle digital features; no connected-vehicle-specific cybersecurity requirement";No;No;No;Yes;Yes;No;0;0;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;5;Yes;"RD art.17 requires compliance for classified information and personal data; RD technical spec requires infotainment/navigation with lifetime map updates, Bluetooth/handsfree and USB-C; signed RD requires vehicle technical data inserted electronically into IS TP; sanctions and subcontractor clauses present";No R155/R156, CSMS/SUMS, OTA, cybersecurity updates, vulnerability handling, telematics, remote diagnostics, API/cloud, mobile app, data deletion or service deactivation requirements found;Yes;The package contains general information-security/data-protection obligations and limited digital/infotainment exposure, but no explicit connected-vehicle cybersecurity requirement.;"Navigation/map-update and remote-heater-control items coded only as indirect digital markers; airbag deactivation was not treated as service deactivation; supplier-risk code reflects sanctions/subcontractor/qualification provisions rather than cyber supply-chain risk."
CZ-N006-24-V00011737;Czech Republic;NEN;N006/24/V00011737;N006/24/V00011737;"MV-66212-1/VZ-2024; MV-66212-5/VZ-2024; MV-66212-9/VZ-2024; MV-66212-14/VZ-2024; MV-66212-16/VZ-2024; MV-66212-27/VZ-2024; MV-66212-32/VZ-2024; MVCRX07VOWCB; MVCRX07YPVIW; MVCRX07ZAZ0K; MVCRX080FP9G; MVCRX080RULH; MVCRX081X036; MVCRX0823UHR";Framework agreement for passenger road vehicles - Part 2;Framework agreement for passenger road vehicles - Part 2;Ministry of the Interior;2024;Direct acquisition / framework;High;0;Passenger M1 limousines for Police/Fire service configured with hidden warning radio/light-siren equipment (VRZ);https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-24-V00011737;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-24-V00011737/zadavaci-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-24-V00011737/vysvetleni-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-24-V00011737/vysledek;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-24-V00011737;"ZD PDF/DOCX; RD draft and updated RD DOCX; signed anonymised RD PDF; Explanations/changes ZD 1-4; written contracting-authority report; standard declarations and supplier-delivery templates";"Core procurement, RD, technical specifications, explanations and award/result report reviewed; uploaded XLSX cover/hodnotící tabulka not separately text-reviewed";2;2;ICT/navigation/VRZ vehicle technology present but no explicit vehicle-cybersecurity requirement;No;No;No;Yes;Yes;No;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;1;0;0;5;No;"RD p35-39: vehicle spec requires integrated navigation/infotainment with Bluetooth, voice, Europe maps with lifetime updates, USB-C; RD p53+ / p24-33: hidden VRZ with LEDs, sirens, control panel, voltage monitoring; RD p12: classified-info/GDPR handling if provided; Písemná zpráva p4: subcontractor Metalex Car for police/fire conversion";No R155/R156, CSMS/SUMS, cyber risk, vulnerability handling, security updates, OTA, telematics, remote diagnostics, cloud/API, incident response, data deletion or service deactivation found;Yes;"Connected-service cyber clauses should be considered only if procuring vehicles with telematics, OTA, remote diagnostics, cloud/API or data services; current documents do not visibly require these";Navigation/map updates and electronic procurement/records are digital markers, but they are not cybersecurity obligations. General confidentiality/GDPR clauses are not connected-vehicle cybersecurity. Supplier/subcontractor provisions are procurement/sanctions controls, not cyber supply-chain risk.
CZ-N006-24-V00026366;Czech Republic;NEN;N006/24/V00026366;N006/24/V00026366;"MV-121949-5/VZ-2024; MV-121949-12/VZ-2024; MV-121949-17/VZ-2024; MV-121949-19/VZ-2024; MV-121949-38/VZ-2024; MV-121949-41/VZ-2024; MV-121949-46/VZ-2024; MVCRX082T3XE; MVCRX085TURK; MVCRX0873FDV; MVCRX087L54K";Framework agreement for passenger road vehicles - firefighter specials;Framework agreement for passenger road vehicles - firefighter specials;Ministry of the Interior;2024;Direct acquisition / framework;High;0;M1 SG firefighter SUV special vehicles with ZVZ, GPS navigation, optional terminal/radio/tablet installation;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-24-V00026366;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-24-V00026366/zadavaci-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-24-V00026366/vysvetleni-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-24-V00026366/vysledek;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-24-V00026366;"ZD final/platná; RD draft and signed RD; technical specification within RD; explanations 1-3; qualification/sanctions/public-official forms; award report; addendum 1";"Substantially complete; XLSX cover/evaluation file was provided but not text-reviewed";3;2;"General information-security clauses plus vehicle digital/GPS markers; no connected-vehicle cybersecurity requirements";Yes;No;No;Yes;Yes;No;0;0;0;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;2;0;0;6;Yes;"RD §17 requires protection of classified information and personal data/GDPR; RD technical spec p.32 item 56 requires built-in GPS navigation with lifetime map updates; technical spec items 84-86 require optional digital terminal with GPS receiver, analog radio and tablet holder; ZD/RD require supplier/subcontractor and sanctions controls";"No R155/R156; no CSMS/SUMS; no OTA; no vulnerability handling; no security updates; no remote diagnostics/access; no cloud/API; no data deletion or service deactivation requirement";Yes;Medium digital exposure from GPS/navigation and optional communications/tablet equipment, but cybersecurity is limited to general information-security/GDPR clauses and not vehicle-specific cyber controls;"GPS/map updates and ZVZ electronics were coded as digital/technical markers only; general security clauses are not treated as connected-vehicle cybersecurity."
CZ-N006-24-V00029749;Czech Republic;NEN;N006/24/V00029749;N006/24/V00029749;"KRPA-276388-5/ČJ-2024-0000VZ-Z; KRPA-276388-8/ČJ-2024-0000VZ-Z; KRPA-276388-17/ČJ-2024-0000VZ-Z; KRPA-276388-19/ČJ-2024-0000VZ-Z";Service and repairs of police service transport assets 2024-2028;Service and repairs of police service transport assets 2024-2028;Prague Police Regional Directorate;2024;Service / repair;High;1;"Police service vehicles: 336 SDP and 38 electric SDP; service/repair incl diagnostics, ADAS calibration, EV diagnostics and high-voltage activation/deactivation";https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-24-V00029749;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-24-V00029749/zadavaci-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-24-V00029749/vysvetleni-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-24-V00029749/vysledek;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-24-V00029749;"246388-5 Zadávací podmínky; 276388-2 cenový formulář; 276388-3 Návrh inominátní smlouvy; 276388-4 Kvalita služeb a ND; 276388-5 Čestné prohlášení; Podání vysvětlení; Servis a opravy SDP; 276388-19 Písemná zpráva; 276388-19 Příloha č.1 posouzení kvalifikace; krycí list";"Mostly complete for uploaded procurement package; public-key attachment and any non-uploaded NEN archive contents not reviewed";2;2;"Vehicle diagnostics and service data present; no explicit cyber requirement";No;No;No;Yes;Yes;No;0;0;0;1;0;0;0;0;0;0;2;1;2;0;0;0;0;0;0;1;0;0;7;No;"Zadávací podmínky §2.7.4 and smlouva §2.2.9 require ECU fault-reading diagnostics, geometry data storage, ADAS, EV diagnostics and wallbox; smlouva §4.6 requires manufacturer-updated diagnostic system; §5.7 gives GPS coordinates for service-distance test";No visible kybernetická bezpečnost, zranitelnost, security updates, OTA, R155/R156, CSMS/SUMS, remote access, cloud, API, data deletion or digital service deactivation;Yes;Service/repair procurement has diagnostic and operational-data exposure but no explicit connected-vehicle cybersecurity requirements;Diagnostic-system updates, GPS service coordinates, ADAS calibration and HV system deactivation were coded as digital/technical markers, not cybersecurity obligations
CZ-N006-24-V00030618;Czech Republic;NEN;N006/24/V00030618;N006/24/V00030618;"MV-147079-1/VZ-2024; MV-147079-4/VZ-2024; MV-147079-9/VZ-2024; MV-147079-23/VZ-2024; MV-147079-25/VZ-2024; MV-147079-34/VZ-2024; PPR-24197-22/ČJ-2025-990631";Framework agreement for SUV passenger road vehicles - Part B;Framework agreement for SUV passenger road vehicles - Part B;Ministry of the Interior;2024;Direct acquisition / framework;High;0;M1 SUV passenger vehicles, petrol 4x4, manager/service police vehicles with hidden VRZ warning equipment;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-24-V00030618;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-24-V00030618/zadavaci-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-24-V00030618/vysvetleni-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-24-V00030618/vysledek;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-24-V00030618;"ZD__SUV_část A_B_C; RD template for část B incl platná 21_10_2024; RD_SUV_cast B_anonym; Dodatek č. 2; Písemná zpráva zadavatele; Vysvětlení ZD č. 1 and č. 2; annex declarations and significant-deliveries forms";"Provided package substantially complete for coding; XLSX cover/evaluation sheet was provided but not text-reviewed in file_search; no separate R155/R156 or cyber annex visible";3;2;"General information-security/data-protection clauses plus vehicle digital infotainment/navigation markers; no connected-vehicle cybersecurity requirement";No;No;No;Yes;Yes;No;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;0;0;5;Yes;"RD čl.16: utajované informace and osobní údaje/GDPR compliance; Tech spec item 57: Bluetooth, phone mirroring, 3D navigation with lifetime map updates; item 58/64: USB-C/device charging; PZZ p.4: VRZ subcontractors";No R155/R156, CSMS/SUMS, OTA/security-update, telematics/remote diagnostics/access, cloud/API, vulnerability, incident, data deletion or service deactivation obligations;Yes;Digital vehicle functions are present, but cybersecurity is limited to general information/classified-data and GDPR obligations, not connected-vehicle cyber controls.;"Do not treat VRZ, navigation, Bluetooth, USB-C, map updates or supplier/subcontractor clauses as CV-cybersecurity requirements; cyber-specific obligations are absent."
CZ-N006-24-V00030621;Czech Republic;NEN;N006/24/V00030621;N006/24/V00030621;"MV-147119-1/VZ-2024; MV-147119-15/VZ-2024; MV-147119-20/VZ-2024; MVCRX0857OA1; MVCRX087PQ1G; MVCRX087TG2T";Framework agreement for SUV passenger road vehicles - Part C;Framework agreement for SUV passenger road vehicles - Part C;Ministry of the Interior;2024;Direct acquisition / framework;High;0;SUV passenger road vehicles category M1, 4x4 diesel, Part C commercial management vehicles;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-24-V00030621;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-24-V00030621/zadavaci-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-24-V00030621/vysvetleni-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-24-V00030621/vysledek;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-24-V00030621;"ZD SUV část A_B_C PDF/DOCX; Krycí list a hodnotící tabulka část C XLSX; závazný návrh RD část C DOCX; CP základní způsobilost; CP sankce; seznam významných dodávek; podíl veřejných funkcionářů; písemná zpráva zadavatele; signed RD auta SUV část C";"Core tender, annexes and award/signed RD provided; no separate explanation documents from Explanations_URL provided in chat";2;2;"Digital vehicle features and generic information-protection clauses only; no explicit connected-vehicle cybersecurity requirement";No;No;Yes;Yes;Yes;No;0;0;0;0;0;1;0;1;0;0;2;1;1;0;0;0;0;0;0;1;0;0;7;No;"RD Příloha 3 pp.26-28: eCall, Bluetooth handsfree, USB-C and vestavěná GPS navigace; RD p.6: technical data inserted into IS TP; RD čl.16 pp.11-12: classified information and personal-data clauses; RD čl.17 and Příloha 7: subcontractor responsibility/list";No R155/R156, CSMS/SUMS, OTA, security/software update requirement, vulnerability handling, cyber incident reporting, data deletion or service deactivation;Yes;Part C contains connected/digital vehicle markers but no visible CV cybersecurity requirement.;"General security clauses concern classified information and GDPR only; GPS map updates are map-content updates, not software or security updates."
CZ-N006-24-V00038974;Czech Republic;NEN;N006/24/V00038974;N006/24/V00038974;"PPR-11743-43/ČJ-2024-990640; PPR-11743-62/ČJ-2024-990640; PPR-11743-64/ČJ-2024-990640; PPR-11743-67/ČJ-2024-990640; PPR-11743-96/ČJ-2024-990640; PPR-11743-98/ČJ-2024-990640; Z2024-061449; PPR-19153-57/ČJ-2020-990640; PPR-48236-5/ČJ-2023-990670";Central framework agreement - support and development of command-staff vehicle resources;Central framework agreement - support and development of command-staff vehicle resources;Ministry of the Interior;2024;Vehicle-related ICT / software support;High;2;"Command-staff vehicles MMC/MOC; vehicle ICT, network, camera, GPS, server/application and Helpdesk support";https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-24-V00038974;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-24-V00038974/zadavaci-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-24-V00038974/vysvetleni-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-24-V00038974/vysledek;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-24-V00038974;"ZD PDF/DOC; Změna ZD č.1; Vysvětlení ZD č.2; Změna ZD č.3; signed RD; písemná zpráva; uploaded price/spec XLSX references";"Mostly complete for public package; referenced non-public Kupní smlouva PPR-19153-57/ČJ-2020-990640 not provided";4;3;Connected-vehicle-specific cybersecurity requirements present;Yes;No;Yes;Yes;Yes;Yes;3;3;3;2;0;1;1;2;0;0;2;1;2;0;0;0;0;0;3;1;3;0;27;Yes;"RD art.14.13 requires Cybersecurity Act/Decree compliance; spec p.36-54 requires security updates/upgrades, vulnerability removal, Helpdesk incidents, remote access, GPS";No R155/R156, CSMS/SUMS, OTA, cloud/API or mobile-app requirements visible;Yes;High digital exposure with explicit cybersecurity and data-protection obligations, including vehicle ICT support and security update activities;"Do not treat GPS/Helpdesk alone as cyber; explicit cyber comes from RD 14.13 and security update/vulnerability language. Non-public purchase contract was not reviewed."
CZ-N006-25-V00036428;Czech Republic;NEN;N006/25/V00036428;N006/25/V00036428;"PCR18ETRpo43871591; KRPL-98210-3/ČJ-2025-1800VZ; MV-94139-33/VZ-2024";Dynamic purchasing system for vehicle supplies;Dynamic purchasing system for vehicle supplies;Ministry of the Interior;2025;Direct acquisition / DNS;High;0;17 Škoda Kodiaq Selection 2.0 TSI 150 kW 4x4 SUVs with hidden VRZ;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-25-V00036428;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-25-V00036428/zadavaci-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-25-V00036428/vysvetleni-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-25-V00036428/vysledek;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-25-V00036428;PROVADECI SMLOUVA KODIAQ KOMERCNI S VRZ 17KS.pdf pp.1-16;"Partial: uploaded implementing contract reviewed; referenced framework agreement not provided; technical and price annex pages are largely unreadable/redacted images";0;0;No visible cyber/digital marker;No;No;No;No;No;No;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;"Contract p.2 specifies vehicle supply; p.4 mentions GDPR/register publication but no cyber/vehicle digital obligation";No visible references to cybersecurity, software updates, OTA, telematics, remote access, GPS/location data, R155/R156, CSMS/SUMS, incident handling, data deletion/deactivation;Yes;No connected-vehicle cybersecurity requirements visible in the reviewed uploaded contract.;"Scoring limited by missing framework agreement and unreadable/redacted annex content; no hidden requirements inferred."
CZ-N006-25-V00038625;Czech Republic;NEN;N006/25/V00038625;N006/25/V00038625;"MV-111805-9/VZ-2025; MV-111805-16/VZ-2025; MV-111805-19/VZ-2025; MV-111805-21/VZ-2025; MV-111805-24/VZ-2025; MV-111805-55/VZ-2025; MV-111805-58/VZ-2025; F2025-064112; Z2025-064112";Framework agreement for M1 4x4 minibuses - Part A;Framework agreement for M1 4x4 minibuses - Part A;Ministry of the Interior;2025;Direct acquisition / framework;High;0;M1 4x4 minibuses 1+7 for Police of the Czech Republic, with hidden warning sound/light/radio equipment VRZ/ZVZ;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-25-V00038625;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-25-V00038625/zadavaci-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-25-V00038625/vysvetleni-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-25-V00038625/vysledek;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-25-V00038625;"ZD final and 01.12.2025 update; RD template and signed/anonymised RD; explanations/changes 1-4; cover/evaluation XLSX; qualification, significant deliveries, sanctions and public-official annexes; written report";"Complete for uploaded package; no missing mandatory document visible in the provided files";1;1;"No explicit connected-vehicle cybersecurity requirement; limited general vehicle digital/technical markers only";No;No;No;No;Yes;No;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;No;"ZD s2.2 specifies M1 4x4 minibuses with VRZ; RD s9.1 requires electronic technical vehicle data into IS TP; RD s16 covers classified information/GDPR if provided; RD s17 and sanctions annex address supplier/subcontractor controls";No R155/R156, CSMS/SUMS, OTA/software-update, telematics, remote diagnostics/access, GPS/location data, cloud/API/mobile app, operational-data, data deletion or service deactivation clauses;Yes;The package is a vehicle supply framework with service and supplier-control clauses, but no visible connected-vehicle cybersecurity obligations.;"VRZ, electronic NEN communication, e-invoicing and IS TP technical-data entry are digital/technical markers only; supplier-risk code is indirect from sanctions, qualification, subcontractor and replacement-supplier provisions."
CZ-N006-25-V00038632;Czech Republic;NEN;N006/25/V00038632;N006/25/V00038632;"MV-181375-1/VZ-2025; MV-181375-8/VZ-2025; MV-181375-11/VZ-2025; MV-181375-15/VZ-2025; MV-181375-17/VZ-2025; MV-181375-24/VZ-2025; MV-181375-28/VZ-2025; MV-181375-36/VZ-2025; MV-181375-49/VZ-2025; MV-181375-52/VZ-2025";Framework agreement for M1 4x4 minibuses - Part C;Framework agreement for M1 4x4 minibuses - Part C;Ministry of the Interior;2025;Direct acquisition / framework;High;0;M1 4x4 minibuses, 1+8, ordinary resort vehicles;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-25-V00038632;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-25-V00038632/zadavaci-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-25-V00038632/vysvetleni-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-25-V00038632/vysledek;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-25-V00038632;"ZD final and amended; RD templates and final signed RD; explanations 1-7; written contracting-authority report; annexes 1,3-6";"Complete for uploaded procurement package; NEN HTML not separately reviewed beyond supplied metadata";3;1;"General information-security only; low vehicle digital exposure";No;No;No;No;Yes;No;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;2;Yes;"RD art.16 requires compliance for classified information and personal data; RD technical spec p.27 lists Bluetooth, Apple CarPlay/Android Auto, USB-C; ZD/RD qualification and sanctions annexes address supplier eligibility";"No R155/R156; no CSMS/SUMS; no OTA/software-update duties; no telematics, GPS, vulnerability, incident, data deletion or service deactivation clauses";Yes;"No connected-vehicle cybersecurity requirements found; only general classified-information/GDPR clauses and infotainment/mobile-phone integration.";"Dálkové ovládání appears for heating/central locking but not as telematics or remote access; smartphone mirroring coded as indirect mobile-app marker."
CZ-N006-25-V00038632;Czech Republic;NEN;N006/25/V00038632;N006/25/V00038632;"MV-181375-1/VZ-2025; MV-181375-8/VZ-2025; MV-181375-11/VZ-2025; MV-181375-15/VZ-2025; MV-181375-17/VZ-2025; MV-181375-24/VZ-2025; MV-181375-28/VZ-2025; MV-181375-36/VZ-2025; MV-181375-49/VZ-2025; MV-181375-52/VZ-2025; PPR-59499-5/ČJ-2025-990656; PPR-59499-6/ČJ-2025-990656; N006/25/V00042134";Framework agreement for M1 4x4 minibuses - Part C;Pořízení 3 osobních vozidel ve třech verzích;Ministry of the Interior;2025;Direct acquisition / framework;High;0;M1 4x4 minibuses, 1+8, ordinary resort vehicles;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-25-V00038632;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-25-V00038632/zadavaci-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-25-V00038632/vysvetleni-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-25-V00038632/vysledek;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-25-V00038632;"Příloha č. 1 - Technická specifikace.docx; Příloha č. 2 - návrh kupní smlouvy_rev121225.doc; Výzva k podání nabídek_final.pdf; vysvětlení výzvy k podání nabídek_sig.pdf";"Uploaded documents do not match supplied master identity: docs concern Pořízení 3 osobních vozidel ve třech verzích and explanation cites N006/25/V00042134; master N006/25/V00038632 package documents are missing/not reviewed.";1;1;"Vehicle infotainment/navigation marker only; no cybersecurity requirements";No;No;No;Unclear;Yes;No;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;No;"Příloha č.1 tech. spec items 45/46 require integrated navigation/information system with Bluetooth, handsfree, voice control, 3D navigation and Europe map data; Výzva p.2 requires supplier qualification documents; contract art.5.7-5.8 allows withdrawal for insolvency or loss of qualification.";"No R155/R156; no CSMS/SUMS; no OTA or software-update duties; no telematics, remote diagnostics/access, cloud/API, vulnerability or cyber-incident obligations; no data deletion/service deactivation clauses.";Yes;"No connected-vehicle cybersecurity requirements found in uploaded documents; only low-level infotainment/navigation and general supplier qualification/contract-risk provisions.";"Master metadata preserved, but evidence is from uploaded documents with different tender title/reference; treat package completeness as deficient for the supplied master procurement."
CZ-N006-25-V00036339;Czech Republic;NEN;N006/25/V00036339;N006/25/V00036339;"KRPE-99122/ČJ-2025-1700VZ; MV-40156-48/VZ-2022; MV-40156-68/VZ-2022; MV-40156-76/VZ-2022";Delivery of vehicles in police configuration with frame - first-response patrols;Delivery of vehicles in police configuration with frame - first-response patrols;Pardubice Police Regional Directorate;2025;Direct acquisition;High;0;10 ŠKODA KODIAQ policejní speciál 2.0 TSI 195 kW 7 DSG 4x4 police vehicles;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-25-V00036339;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-25-V00036339/zadavaci-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-25-V00036339/vysvetleni-dokumentace;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-25-V00036339/vysledek;https://nen.nipez.cz/verejne-zakazky/detail-zakazky/N006-25-V00036339;PS_MV_ram_A_ prvosledy_Pbk_an.pdf (Prováděcí smlouva, Příloha 1 technical specification, Příloha 2 price;"Uploaded execution contract reviewed; Příloha 1 technical specification and Příloha 2 price are largely redacted; framework agreement and amendments referenced but not provided.";0;0;No visible cyber/digital marker;No;No;No;No;No;No;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;No;"Contract p.2: delivery of 10 ŠKODA KODIAQ police special vehicles; no visible cyber/digital wording in readable text.";Missing visible references to cybersecurity, software updates, OTA, telematics, remote diagnostics/access, cloud/API/GPS/data handling, R155/R156, CSMS/SUMS.;No;"Readable documents show vehicle delivery only; no explicit connected-vehicle cybersecurity requirement visible.";Technical annex pages are mostly unreadable/redacted in the uploaded PDF, so absence coding is limited to visible text.
